No.,Time,,Time 1,Time 2,Delay,,Delay 1,Delay 2 ,Jitter,,,
2515,"7,967,073",,"7,967,073","7,967,182",109,,-425,534,959,,,
2516,"7,967,182",,"7,967,182","7,967,716",534,,532,2,-530,,,
2517,"7,967,716",,"7,967,716","7,967,718",2,,2,0,-2,,,
2518,"7,967,718",,"7,967,718","7,967,718",0,,-317,317,634,,,
2519,"7,967,718",,"7,967,718","7,968,035",317,,-49,366,415,,,
2520,"7,968,035",,"7,968,035","7,968,401",366,,-358,724,1082,,,
2521,"7,968,401",,"7,968,401","7,969,125",724,,348,376,28,,,
2522,"7,969,125",,"7,969,125","7,969,501",376,,-178,554,732,,,
2523,"7,969,501",,"7,969,501","7,970,055",554,,328,226,-102,,,
2524,"7,970,055",,"7,970,055","7,970,281",226,,11,215,204,,,
2525,"7,970,281",,"7,970,281","7,970,496",215,,95,120,25,,,
2526,"7,970,496",,"7,970,496","7,970,616",120,,-773,893,1666,,,
2527,"7,970,616",,"7,970,616","7,971,509",893,,892,1,-891,,,
2528,"7,971,509",,"7,971,509","7,971,510",1,,0,1,1,,,
2529,"7,971,510",,"7,971,510","7,971,511",1,,-3309,3310,6619,,,
2530,"7,971,511",,"7,971,511","7,974,821","3,310",,3309,1,-3308,,,
2531,"7,974,821",,"7,974,821","7,974,822",1,,-330,331,661,,,
2532,"7,974,822",,"7,974,822","7,975,153",331,,14,317,303,,,
2533,"7,975,153",,"7,975,153","7,975,470",317,,130,187,57,,,
2534,"7,975,470",,"7,975,470","7,975,657",187,,-50,237,287,,,
2535,"7,975,657",,"7,975,657","7,975,894",237,,236,1,-235,,,
2536,"7,975,894",,"7,975,894","7,975,895",1,,0,1,1,,,
2537,"7,975,895",,"7,975,895","7,975,896",1,,-201,202,403,,,
2538,"7,975,896",,"7,975,896","7,976,098",202,,96,106,10,,,
2539,"7,976,098",,"7,976,098","7,976,204",106,,15,91,76,,,
2540,"7,976,204",,"7,976,204","7,976,295",91,,-1927,2018,3945,,,
2541,"7,976,295",,"7,976,295","7,978,313","2,018",,2017,1,-2016,,,
2542,"7,978,313",,"7,978,313","7,978,314",1,,-2841,2842,5683,,,
2543,"7,978,314",,"7,978,314","7,981,156","2,842",,2840,2,-2838,,,
2544,"7,981,156",,"7,981,156","7,981,158",2,,2,0,-2,,,
2545,"7,981,158",,"7,981,158","7,981,158",0,,-1,1,2,,,
2546,"7,981,158",,"7,981,158","7,981,159",1,,-383,384,767,,,
2547,"7,981,159",,"7,981,159","7,981,543",384,,236,148,-88,,,
2548,"7,981,543",,"7,981,543","7,981,691",148,,49,99,50,,,
2549,"7,981,691",,"7,981,691","7,981,790",99,,-436,535,971,,,
2550,"7,981,790",,"7,981,790","7,982,325",535,,533,2,-531,,,
2551,"7,982,325",,"7,982,325","7,982,327",2,,-214,216,430,,,
2552,"7,982,327",,"7,982,327","7,982,543",216,,-2435,2651,5086,,,
2553,"7,982,543",,"7,982,543","7,985,194","2,651",,2341,310,-2031,,,
2554,"7,985,194",,"7,985,194","7,985,504",310,,83,227,144,,,
2555,"7,985,504",,"7,985,504","7,985,731",227,,226,1,-225,,,
2556,"7,985,731",,"7,985,731","7,985,732",1,,0,1,1,,,
2557,"7,985,732",,"7,985,732","7,985,733",1,,-266,267,533,,,
2558,"7,985,733",,"7,985,733","7,986,000",267,,-405,672,1077,,,
2559,"7,986,000",,"7,986,000","7,986,672",672,,472,200,-272,,,
2560,"7,986,672",,"7,986,672","7,986,872",200,,-388,588,976,,,
2561,"7,986,872",,"7,986,872","7,987,460",588,,586,2,-584,,,
2562,"7,987,460",,"7,987,460","7,987,462",2,,-210,212,422,,,
2563,"7,987,462",,"7,987,462","7,987,674",212,,92,120,28,,,
2564,"7,987,674",,"7,987,674","7,987,794",120,,-2375,2495,4870,,,
2565,"7,987,794",,"7,987,794","7,990,289","2,495",,2494,1,-2493,,,
2566,"7,990,289",,"7,990,289","7,990,290",1,,-206,207,413,,,
2567,"7,990,290",,"7,990,290","7,990,497",207,,109,98,-11,,,
2568,"7,990,497",,"7,990,497","7,990,595",98,,96,2,-94,,,
2569,"7,990,595",,"7,990,595","7,990,597",2,,-21,23,44,,,
2570,"7,990,597",,"7,990,597","7,990,620",23,,-64,87,151,,,
2571,"7,990,620",,"7,990,620","7,990,707",87,,-3,90,93,,,
2572,"7,990,707",,"7,990,707","7,990,797",90,,-1171,1261,2432,,,
2573,"7,990,797",,"7,990,797","7,992,058","1,261",,1260,1,-1259,,,
2574,"7,992,058",,"7,992,058","7,992,059",1,,0,1,1,,,
2575,"7,992,059",,"7,992,059","7,992,060",1,,-211,212,423,,,
2576,"7,992,060",,"7,992,060","7,992,272",212,,72,140,68,,,
2577,"7,992,272",,"7,992,272","7,992,412",140,,-3312,3452,6764,,,
2578,"7,992,412",,"7,992,412","7,995,864","3,452",,3451,1,-3450,,,
2579,"7,995,864",,"7,995,864","7,995,865",1,,-315,316,631,,,
2580,"7,995,865",,"7,995,865","7,996,181",316,,166,150,-16,,,
2581,"7,996,181",,"7,996,181","7,996,331",150,,102,48,-54,,,
2582,"7,996,331",,"7,996,331","7,996,379",48,,-97,145,242,,,
2583,"7,996,379",,"7,996,379","7,996,524",145,,-1058,1203,2261,,,
2584,"7,996,524",,"7,996,524","7,997,727","1,203",,1200,3,-1197,,,
2585,"7,997,727",,"7,997,727","7,997,730",3,,-582,585,1167,,,
2586,"7,997,730",,"7,997,730","7,998,315",585,,147,438,291,,,
2587,"7,998,315",,"7,998,315","7,998,753",438,,-1215,1653,2868,,,
2588,"7,998,753",,"7,998,753","8,000,406","1,653",,1652,1,-1651,,,
2589,"8,000,406",,"8,000,406","8,000,407",1,,-305,306,611,,,
2590,"8,000,407",,"8,000,407","8,000,713",306,,165,141,-24,,,
2591,"8,000,713",,"8,000,713","8,000,854",141,,-157,298,455,,,
2592,"8,000,854",,"8,000,854","8,001,152",298,,109,189,80,,,
2593,"8,001,152",,"8,001,152","8,001,341",189,,-45,234,279,,,
2594,"8,001,341",,"8,001,341","8,001,575",234,,77,157,80,,,
2595,"8,001,575",,"8,001,575","8,001,732",157,,-118,275,393,,,
2596,"8,001,732",,"8,001,732","8,002,007",275,,274,1,-273,,,
2597,"8,002,007",,"8,002,007","8,002,008",1,,-158,159,317,,,
2598,"8,002,008",,"8,002,008","8,002,167",159,,46,113,67,,,
2599,"8,002,167",,"8,002,167","8,002,280",113,,-1333,1446,2779,,,
2600,"8,002,280",,"8,002,280","8,003,726","1,446",,1248,198,-1050,,,
2601,"8,003,726",,"8,003,726","8,003,924",198,,-2325,2523,4848,,,
2602,"8,003,924",,"8,003,924","8,006,447","2,523",,2521,2,-2519,,,
2603,"8,006,447",,"8,006,447","8,006,449",2,,1,1,0,,,
2604,"8,006,449",,"8,006,449","8,006,450",1,,0,1,1,,,
2605,"8,006,450",,"8,006,450","8,006,451",1,,-414,415,829,,,
2606,"8,006,451",,"8,006,451","8,006,866",415,,224,191,-33,,,
2607,"8,006,866",,"8,006,866","8,007,057",191,,70,121,51,,,
2608,"8,007,057",,"8,007,057","8,007,178",121,,-762,883,1645,,,
2609,"8,007,178",,"8,007,178","8,008,061",883,,666,217,-449,,,
2610,"8,008,061",,"8,008,061","8,008,278",217,,-1269,1486,2755,,,
2611,"8,008,278",,"8,008,278","8,009,764","1,486",,769,717,-52,,,
2612,"8,009,764",,"8,009,764","8,010,481",717,,716,1,-715,,,
2613,"8,010,481",,"8,010,481","8,010,482",1,,0,1,1,,,
2614,"8,010,482",,"8,010,482","8,010,483",1,,-238,239,477,,,
2615,"8,010,483",,"8,010,483","8,010,722",239,,192,47,-145,,,
2616,"8,010,722",,"8,010,722","8,010,769",47,,46,1,-45,,,
2617,"8,010,769",,"8,010,769","8,010,770",1,,-85,86,171,,,
2618,"8,010,770",,"8,010,770","8,010,856",86,,-14,100,114,,,
2619,"8,010,856",,"8,010,856","8,010,956",100,,-27,127,154,,,
2620,"8,010,956",,"8,010,956","8,011,083",127,,-114,241,355,,,
2621,"8,011,083",,"8,011,083","8,011,324",241,,-2417,2658,5075,,,
2622,"8,011,324",,"8,011,324","8,013,982","2,658",,2657,1,-2656,,,
2623,"8,013,982",,"8,013,982","8,013,983",1,,-214,215,429,,,
2624,"8,013,983",,"8,013,983","8,014,198",215,,-2487,2702,5189,,,
2625,"8,014,198",,"8,014,198","8,016,900","2,702",,2700,2,-2698,,,
2626,"8,016,900",,"8,016,900","8,016,902",2,,-329,331,660,,,
2627,"8,016,902",,"8,016,902","8,017,233",331,,309,22,-287,,,
2628,"8,017,233",,"8,017,233","8,017,255",22,,20,2,-18,,,
2629,"8,017,255",,"8,017,255","8,017,257",2,,-170,172,342,,,
2630,"8,017,257",,"8,017,257","8,017,429",172,,149,23,-126,,,
2631,"8,017,429",,"8,017,429","8,017,452",23,,-52,75,127,,,
2632,"8,017,452",,"8,017,452","8,017,527",75,,-25,100,125,,,
2633,"8,017,527",,"8,017,527","8,017,627",100,,-3600,3700,7300,,,
2634,"8,017,627",,"8,017,627","8,021,327","3,700",,3698,2,-3696,,,
2635,"8,021,327",,"8,021,327","8,021,329",2,,2,0,-2,,,
2636,"8,021,329",,"8,021,329","8,021,329",0,,-1,1,2,,,
2637,"8,021,329",,"8,021,329","8,021,330",1,,-3,4,7,,,
2638,"8,021,330",,"8,021,330","8,021,334",4,,3,1,-2,,,
2639,"8,021,334",,"8,021,334","8,021,335",1,,0,1,1,,,
2640,"8,021,335",,"8,021,335","8,021,336",1,,1,0,-1,,,
2641,"8,021,336",,"8,021,336","8,021,336",0,,-1,1,2,,,
2642,"8,021,336",,"8,021,336","8,021,337",1,,-380,381,761,,,
2643,"8,021,337",,"8,021,337","8,021,718",381,,211,170,-41,,,
2644,"8,021,718",,"8,021,718","8,021,888",170,,75,95,20,,,
2645,"8,021,888",,"8,021,888","8,021,983",95,,-11042,11137,22179,,,
2646,"8,021,983",,"8,021,983","8,033,120","11,137",,-2644,13781,16425,,,
2647,"8,033,120",,"8,033,120","8,046,901","13,781",,6024,7757,1733,,,
2648,"8,046,901",,"8,046,901","8,054,658","7,757",,-2072,9829,11901,,,
2649,"8,054,658",,"8,054,658","8,064,487","9,829",,-35797,45626,81423,,,
2650,"8,064,487",,"8,064,487","8,110,113","45,626",,45625,1,-45624,,,
2651,"8,110,113",,"8,110,113","8,110,114",1,,-11579,11580,23159,,,
2652,"8,110,114",,"8,110,114","8,121,694","11,580",,-22470,34050,56520,,,
2653,"8,121,694",,"8,121,694","8,155,744","34,050",,34049,1,-34048,,,
2654,"8,155,744",,"8,155,744","8,155,745",1,,-242,243,485,,,
2655,"8,155,745",,"8,155,745","8,155,988",243,,-11,254,265,,,
2656,"8,155,988",,"8,155,988","8,156,242",254,,191,63,-128,,,
2657,"8,156,242",,"8,156,242","8,156,305",63,,62,1,-61,,,
2658,"8,156,305",,"8,156,305","8,156,306",1,,0,1,1,,,
2659,"8,156,306",,"8,156,306","8,156,307",1,,-134,135,269,,,
2660,"8,156,307",,"8,156,307","8,156,442",135,,17,118,101,,,
2661,"8,156,442",,"8,156,442","8,156,560",118,,7,111,104,,,
2662,"8,156,560",,"8,156,560","8,156,671",111,,6,105,99,,,
2663,"8,156,671",,"8,156,671","8,156,776",105,,-1866,1971,3837,,,
2664,"8,156,776",,"8,156,776","8,158,747","1,971",,1744,227,-1517,,,
2665,"8,158,747",,"8,158,747","8,158,974",227,,-1203,1430,2633,,,
2666,"8,158,974",,"8,158,974","8,160,404","1,430",,1428,2,-1426,,,
2667,"8,160,404",,"8,160,404","8,160,406",2,,1,1,0,,,
2668,"8,160,406",,"8,160,406","8,160,407",1,,-290,291,581,,,
2669,"8,160,407",,"8,160,407","8,160,698",291,,134,157,23,,,
2670,"8,160,698",,"8,160,698","8,160,855",157,,23,134,111,,,
2671,"8,160,855",,"8,160,855","8,160,989",134,,115,19,-96,,,
2672,"8,160,989",,"8,160,989","8,161,008",19,,-68,87,155,,,
2673,"8,161,008",,"8,161,008","8,161,095",87,,-101883,101970,203853,,,
2674,"8,161,095",,"8,161,095","8,263,065","101,970",,101968,2,-101966,,,
2675,"8,263,065",,"8,263,065","8,263,067",2,,-272,274,546,,,
2676,"8,263,067",,"8,263,067","8,263,341",274,,130,144,14,,,
2677,"8,263,341",,"8,263,341","8,263,485",144,,-60823,60967,121790,,,
2678,"8,263,485",,"8,263,485","8,324,452","60,967",,60963,4,-60959,,,
2679,"8,324,452",,"8,324,452","8,324,456",4,,-340,344,684,,,
2680,"8,324,456",,"8,324,456","8,324,800",344,,180,164,-16,,,
2681,"8,324,800",,"8,324,800","8,324,964",164,,-1846,2010,3856,,,
2682,"8,324,964",,"8,324,964","8,326,974","2,010",,2008,2,-2006,,,
2683,"8,326,974",,"8,326,974","8,326,976",2,,-130,132,262,,,
2684,"8,326,976",,"8,326,976","8,327,108",132,,131,1,-130,,,
2685,"8,327,108",,"8,327,108","8,327,109",1,,-239,240,479,,,
2686,"8,327,109",,"8,327,109","8,327,349",240,,85,155,70,,,
2687,"8,327,349",,"8,327,349","8,327,504",155,,50,105,55,,,
2688,"8,327,504",,"8,327,504","8,327,609",105,,-197,302,499,,,
2689,"8,327,609",,"8,327,609","8,327,911",302,,301,1,-300,,,
2690,"8,327,911",,"8,327,911","8,327,912",1,,-3,4,7,,,
2691,"8,327,912",,"8,327,912","8,327,916",4,,3,1,-2,,,
2692,"8,327,916",,"8,327,916","8,327,917",1,,-297,298,595,,,
2693,"8,327,917",,"8,327,917","8,328,215",298,,119,179,60,,,
2694,"8,328,215",,"8,328,215","8,328,394",179,,-260,439,699,,,
2695,"8,328,394",,"8,328,394","8,328,833",439,,438,1,-437,,,
2696,"8,328,833",,"8,328,833","8,328,834",1,,0,1,1,,,
2697,"8,328,834",,"8,328,834","8,328,835",1,,1,0,-1,,,
2698,"8,328,835",,"8,328,835","8,328,835",0,,-1,1,2,,,
2699,"8,328,835",,"8,328,835","8,328,836",1,,0,1,1,,,
2700,"8,328,836",,"8,328,836","8,328,837",1,,-182,183,365,,,
2701,"8,328,837",,"8,328,837","8,329,020",183,,182,1,-181,,,
2702,"8,329,020",,"8,329,020","8,329,021",1,,-34,35,69,,,
2703,"8,329,021",,"8,329,021","8,329,056",35,,-94,129,223,,,
2704,"8,329,056",,"8,329,056","8,329,185",129,,1,128,127,,,
2705,"8,329,185",,"8,329,185","8,329,313",128,,20,108,88,,,
2706,"8,329,313",,"8,329,313","8,329,421",108,,83,25,-58,,,
2707,"8,329,421",,"8,329,421","8,329,446",25,,24,1,-23,,,
2708,"8,329,446",,"8,329,446","8,329,447",1,,-70,71,141,,,
2709,"8,329,447",,"8,329,447","8,329,518",71,,-29,100,129,,,
2710,"8,329,518",,"8,329,518","8,329,618",100,,84,16,-68,,,
2711,"8,329,618",,"8,329,618","8,329,634",16,,14,2,-12,,,
2712,"8,329,634",,"8,329,634","8,329,636",2,,-104,106,210,,,
2713,"8,329,636",,"8,329,636","8,329,742",106,,-4,110,114,,,
2714,"8,329,742",,"8,329,742","8,329,852",110,,-116,226,342,,,
2715,"8,329,852",,"8,329,852","8,330,078",226,,225,1,-224,,,
2716,"8,330,078",,"8,330,078","8,330,079",1,,-179,180,359,,,
2717,"8,330,079",,"8,330,079","8,330,259",180,,66,114,48,,,
2718,"8,330,259",,"8,330,259","8,330,373",114,,-601,715,1316,,,
2719,"8,330,373",,"8,330,373","8,331,088",715,,714,1,-713,,,
2720,"8,331,088",,"8,331,088","8,331,089",1,,0,1,1,,,
2721,"8,331,089",,"8,331,089","8,331,090",1,,-260,261,521,,,
2722,"8,331,090",,"8,331,090","8,331,351",261,,136,125,-11,,,
2723,"8,331,351",,"8,331,351","8,331,476",125,,21,104,83,,,
2724,"8,331,476",,"8,331,476","8,331,580",104,,-539,643,1182,,,
2725,"8,331,580",,"8,331,580","8,332,223",643,,642,1,-641,,,
2726,"8,332,223",,"8,332,223","8,332,224",1,,-277,278,555,,,
2727,"8,332,224",,"8,332,224","8,332,502",278,,-221,499,720,,,
2728,"8,332,502",,"8,332,502","8,333,001",499,,-1121,1620,2741,,,
2729,"8,333,001",,"8,333,001","8,334,621","1,620",,1617,3,-1614,,,
2730,"8,334,621",,"8,334,621","8,334,624",3,,2,1,-1,,,
2731,"8,334,624",,"8,334,624","8,334,625",1,,0,1,1,,,
2732,"8,334,625",,"8,334,625","8,334,626",1,,0,1,1,,,
2733,"8,334,626",,"8,334,626","8,334,627",1,,0,1,1,,,
2734,"8,334,627",,"8,334,627","8,334,628",1,,0,1,1,,,
2735,"8,334,628",,"8,334,628","8,334,629",1,,0,1,1,,,
2736,"8,334,629",,"8,334,629","8,334,630",1,,0,1,1,,,
2737,"8,334,630",,"8,334,630","8,334,631",1,,0,1,1,,,
2738,"8,334,631",,"8,334,631","8,334,632",1,,0,1,1,,,
2739,"8,334,632",,"8,334,632","8,334,633",1,,0,1,1,,,
2740,"8,334,633",,"8,334,633","8,334,634",1,,0,1,1,,,
2741,"8,334,634",,"8,334,634","8,334,635",1,,0,1,1,,,
2742,"8,334,635",,"8,334,635","8,334,636",1,,0,1,1,,,
2743,"8,334,636",,"8,334,636","8,334,637",1,,-1,2,3,,,
2744,"8,334,637",,"8,334,637","8,334,639",2,,-563,565,1128,,,
2745,"8,334,639",,"8,334,639","8,335,204",565,,-43,608,651,,,
2746,"8,335,204",,"8,335,204","8,335,812",608,,606,2,-604,,,
2747,"8,335,812",,"8,335,812","8,335,814",2,,-8,10,18,,,
2748,"8,335,814",,"8,335,814","8,335,824",10,,-125,135,260,,,
2749,"8,335,824",,"8,335,824","8,335,959",135,,25,110,85,,,
2750,"8,335,959",,"8,335,959","8,336,069",110,,-563,673,1236,,,
2751,"8,336,069",,"8,336,069","8,336,742",673,,476,197,-279,,,
2752,"8,336,742",,"8,336,742","8,336,939",197,,-39,236,275,,,
2753,"8,336,939",,"8,336,939","8,337,175",236,,-511,747,1258,,,
2754,"8,337,175",,"8,337,175","8,337,922",747,,514,233,-281,,,
2755,"8,337,922",,"8,337,922","8,338,155",233,,89,144,55,,,
2756,"8,338,155",,"8,338,155","8,338,299",144,,31,113,82,,,
2757,"8,338,299",,"8,338,299","8,338,412",113,,-538,651,1189,,,
2758,"8,338,412",,"8,338,412","8,339,063",651,,649,2,-647,,,
2759,"8,339,063",,"8,339,063","8,339,065",2,,1,1,0,,,
2760,"8,339,065",,"8,339,065","8,339,066",1,,0,1,1,,,
2761,"8,339,066",,"8,339,066","8,339,067",1,,0,1,1,,,
2762,"8,339,067",,"8,339,067","8,339,068",1,,0,1,1,,,
2763,"8,339,068",,"8,339,068","8,339,069",1,,0,1,1,,,
2764,"8,339,069",,"8,339,069","8,339,070",1,,-1,2,3,,,
2765,"8,339,070",,"8,339,070","8,339,072",2,,1,1,0,,,
2766,"8,339,072",,"8,339,072","8,339,073",1,,0,1,1,,,
2767,"8,339,073",,"8,339,073","8,339,074",1,,0,1,1,,,
2768,"8,339,074",,"8,339,074","8,339,075",1,,-1,2,3,,,
2769,"8,339,075",,"8,339,075","8,339,077",2,,1,1,0,,,
2770,"8,339,077",,"8,339,077","8,339,078",1,,-1,2,3,,,
2771,"8,339,078",,"8,339,078","8,339,080",2,,1,1,0,,,
2772,"8,339,080",,"8,339,080","8,339,081",1,,0,1,1,,,
2773,"8,339,081",,"8,339,081","8,339,082",1,,-1,2,3,,,
2774,"8,339,082",,"8,339,082","8,339,084",2,,1,1,0,,,
2775,"8,339,084",,"8,339,084","8,339,085",1,,0,1,1,,,
2776,"8,339,085",,"8,339,085","8,339,086",1,,-265,266,531,,,
2777,"8,339,086",,"8,339,086","8,339,352",266,,141,125,-16,,,
2778,"8,339,352",,"8,339,352","8,339,477",125,,-26,151,177,,,
2779,"8,339,477",,"8,339,477","8,339,628",151,,149,2,-147,,,
2780,"8,339,628",,"8,339,628","8,339,630",2,,1,1,0,,,
2781,"8,339,630",,"8,339,630","8,339,631",1,,0,1,1,,,
2782,"8,339,631",,"8,339,631","8,339,632",1,,0,1,1,,,
2783,"8,339,632",,"8,339,632","8,339,633",1,,-1,2,3,,,
2784,"8,339,633",,"8,339,633","8,339,635",2,,1,1,0,,,
2785,"8,339,635",,"8,339,635","8,339,636",1,,-1,2,3,,,
2786,"8,339,636",,"8,339,636","8,339,638",2,,-53,55,108,,,
2787,"8,339,638",,"8,339,638","8,339,693",55,,-54,109,163,,,
2788,"8,339,693",,"8,339,693","8,339,802",109,,9,100,91,,,
2789,"8,339,802",,"8,339,802","8,339,902",100,,-45,145,190,,,
2790,"8,339,902",,"8,339,902","8,340,047",145,,43,102,59,,,
2791,"8,340,047",,"8,340,047","8,340,149",102,,5,97,92,,,
2792,"8,340,149",,"8,340,149","8,340,246",97,,-7,104,111,,,
2793,"8,340,246",,"8,340,246","8,340,350",104,,6,98,92,,,
2794,"8,340,350",,"8,340,350","8,340,448",98,,-2,100,102,,,
2795,"8,340,448",,"8,340,448","8,340,548",100,,-20,120,140,,,
2796,"8,340,548",,"8,340,548","8,340,668",120,,17,103,86,,,
2797,"8,340,668",,"8,340,668","8,340,771",103,,-2,105,107,,,
2798,"8,340,771",,"8,340,771","8,340,876",105,,4,101,97,,,
2799,"8,340,876",,"8,340,876","8,340,977",101,,-2,103,105,,,
2800,"8,340,977",,"8,340,977","8,341,080",103,,-76,179,255,,,
2801,"8,341,080",,"8,341,080","8,341,259",179,,160,19,-141,,,
2802,"8,341,259",,"8,341,259","8,341,278",19,,17,2,-15,,,
2803,"8,341,278",,"8,341,278","8,341,280",2,,1,1,0,,,
2804,"8,341,280",,"8,341,280","8,341,281",1,,0,1,1,,,
2805,"8,341,281",,"8,341,281","8,341,282",1,,-299,300,599,,,
2806,"8,341,282",,"8,341,282","8,341,582",300,,299,1,-298,,,
2807,"8,341,582",,"8,341,582","8,341,583",1,,0,1,1,,,
2808,"8,341,583",,"8,341,583","8,341,584",1,,-1,2,3,,,
2809,"8,341,584",,"8,341,584","8,341,586",2,,1,1,0,,,
2810,"8,341,586",,"8,341,586","8,341,587",1,,-62,63,125,,,
2811,"8,341,587",,"8,341,587","8,341,650",63,,-71,134,205,,,
2812,"8,341,650",,"8,341,650","8,341,784",134,,31,103,72,,,
2813,"8,341,784",,"8,341,784","8,341,887",103,,58,45,-13,,,
2814,"8,341,887",,"8,341,887","8,341,932",45,,44,1,-43,,,
2815,"8,341,932",,"8,341,932","8,341,933",1,,-56,57,113,,,
2816,"8,341,933",,"8,341,933","834,199",57,,-7507836,7507893,15015729,,,
2817,"834,199",,"834,199","8,342,092","7,507,893",,7507795,98,-7507697,,,
2818,"8,342,092",,"8,342,092","8,342,190",98,,-46,144,190,,,
2819,"8,342,190",,"8,342,190","8,342,334",144,,-89,233,322,,,
2820,"8,342,334",,"8,342,334","8,342,567",233,,-76,309,385,,,
2821,"8,342,567",,"8,342,567","8,342,876",309,,308,1,-307,,,
2822,"8,342,876",,"8,342,876","8,342,877",1,,0,1,1,,,
2823,"8,342,877",,"8,342,877","8,342,878",1,,0,1,1,,,
2824,"8,342,878",,"8,342,878","8,342,879",1,,-193,194,387,,,
2825,"8,342,879",,"8,342,879","8,343,073",194,,-316,510,826,,,
2826,"8,343,073",,"8,343,073","8,343,583",510,,509,1,-508,,,
2827,"8,343,583",,"8,343,583","8,343,584",1,,0,1,1,,,
2828,"8,343,584",,"8,343,584","8,343,585",1,,-1,2,3,,,
2829,"8,343,585",,"8,343,585","8,343,587",2,,-246,248,494,,,
2830,"8,343,587",,"8,343,587","8,343,835",248,,119,129,10,,,
2831,"8,343,835",,"8,343,835","8,343,964",129,,-6256,6385,12641,,,
2832,"8,343,964",,"8,343,964","8,350,349","6,385",,2314,4071,1757,,,
2833,"8,350,349",,"8,350,349","8,354,420","4,071",,3696,375,-3321,,,
2834,"8,354,420",,"8,354,420","8,354,795",375,,-25347,25722,51069,,,
2835,"8,354,795",,"8,354,795","8,380,517","25,722",,25720,2,-25718,,,
2836,"8,380,517",,"8,380,517","8,380,519",2,,-538,540,1078,,,
2837,"8,380,519",,"8,380,519","8,381,059",540,,-14737,15277,30014,,,
2838,"8,381,059",,"8,381,059","8,396,336","15,277",,15019,258,-14761,,,
2839,"8,396,336",,"8,396,336","8,396,594",258,,257,1,-256,,,
2840,"8,396,594",,"8,396,594","8,396,595",1,,-1,2,3,,,
2841,"8,396,595",,"8,396,595","8,396,597",2,,2,0,-2,,,
2842,"8,396,597",,"8,396,597","8,396,597",0,,-4,4,8,,,
2843,"8,396,597",,"8,396,597","8,396,601",4,,3,1,-2,,,
2844,"8,396,601",,"8,396,601","8,396,602",1,,0,1,1,,,
2845,"8,396,602",,"8,396,602","8,396,603",1,,0,1,1,,,
2846,"8,396,603",,"8,396,603","8,396,604",1,,0,1,1,,,
2847,"8,396,604",,"8,396,604","8,396,605",1,,0,1,1,,,
2848,"8,396,605",,"8,396,605","8,396,606",1,,0,1,1,,,
2849,"8,396,606",,"8,396,606","8,396,607",1,,-350,351,701,,,
2850,"8,396,607",,"8,396,607","8,396,958",351,,233,118,-115,,,
2851,"8,396,958",,"8,396,958","8,397,076",118,,-36,154,190,,,
2852,"8,397,076",,"8,397,076","8,397,230",154,,18,136,118,,,
2853,"8,397,230",,"8,397,230","8,397,366",136,,28,108,80,,,
2854,"8,397,366",,"8,397,366","8,397,474",108,,7,101,94,,,
2855,"8,397,474",,"8,397,474","8,397,575",101,,-35,136,171,,,
2856,"8,397,575",,"8,397,575","8,397,711",136,,17,119,102,,,
2857,"8,397,711",,"8,397,711","8,397,830",119,,10,109,99,,,
2858,"8,397,830",,"8,397,830","8,397,939",109,,2,107,105,,,
2859,"8,397,939",,"8,397,939","8,398,046",107,,-6601,6708,13309,,,
2860,"8,398,046",,"8,398,046","8,404,754","6,708",,6226,482,-5744,,,
2861,"8,404,754",,"8,404,754","8,405,236",482,,-10267,10749,21016,,,
2862,"8,405,236",,"8,405,236","8,415,985","10,749",,10747,2,-10745,,,
2863,"8,415,985",,"8,415,985","8,415,987",2,,1,1,0,,,
2864,"8,415,987",,"8,415,987","8,415,988",1,,0,1,1,,,
2865,"8,415,988",,"8,415,988","8,415,989",1,,0,1,1,,,
2866,"8,415,989",,"8,415,989","8,415,990",1,,1,0,-1,,,
2867,"8,415,990",,"8,415,990","8,415,990",0,,-812,812,1624,,,
2868,"8,415,990",,"8,415,990","8,416,802",812,,144,668,524,,,
2869,"8,416,802",,"8,416,802","8,417,470",668,,-600,1268,1868,,,
2870,"8,417,470",,"8,417,470","8,418,738","1,268",,1266,2,-1264,,,
2871,"8,418,738",,"8,418,738","8,418,740",2,,1,1,0,,,
2872,"8,418,740",,"8,418,740","8,418,741",1,,1,0,-1,,,
2873,"8,418,741",,"8,418,741","8,418,741",0,,-1,1,2,,,
2874,"8,418,741",,"8,418,741","8,418,742",1,,0,1,1,,,
2875,"8,418,742",,"8,418,742","8,418,743",1,,0,1,1,,,
2876,"8,418,743",,"8,418,743","8,418,744",1,,-1,2,3,,,
2877,"8,418,744",,"8,418,744","8,418,746",2,,1,1,0,,,
2878,"8,418,746",,"8,418,746","8,418,747",1,,-327,328,655,,,
2879,"8,418,747",,"8,418,747","8,419,075",328,,163,165,2,,,
2880,"8,419,075",,"8,419,075","8,419,240",165,,64,101,37,,,
2881,"8,419,240",,"8,419,240","8,419,341",101,,-6,107,113,,,
2882,"8,419,341",,"8,419,341","8,419,448",107,,-11195,11302,22497,,,
2883,"8,419,448",,"8,419,448","8,430,750","11,302",,10635,667,-9968,,,
2884,"8,430,750",,"8,430,750","8,431,417",667,,666,1,-665,,,
2885,"8,431,417",,"8,431,417","8,431,418",1,,-295,296,591,,,
2886,"8,431,418",,"8,431,418","8,431,714",296,,-1898,2194,4092,,,
2887,"8,431,714",,"8,431,714","8,433,908","2,194",,-1303,3497,4800,,,
